interval,label,video_path,video_num
13:51 - 13:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_277.mp4,1
19:6 - 19:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_382.mp4,1
12:30 - 12:33,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_250.mp4,1
0:48 - 0:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_16.mp4,1
24:39 - 24:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_493.mp4,1
18:48 - 18:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_376.mp4,1
11:36 - 11:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_232.mp4,1
27:18 - 27:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_546.mp4,1
19:42 - 19:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_394.mp4,1
4:12 - 4:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_84.mp4,1
25:57 - 26:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_519.mp4,1
23:0 - 23:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_460.mp4,1
14:6 - 14:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_282.mp4,1
3:18 - 3:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_66.mp4,1
25:45 - 25:48,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_515.mp4,1
3:33 - 3:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_71.mp4,1
8:51 - 8:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_177.mp4,1
19:39 - 19:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_393.mp4,1
8:0 - 8:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_160.mp4,1
15:33 - 15:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_311.mp4,1
26:54 - 26:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_538.mp4,1
4:6 - 4:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_82.mp4,1
26:6 - 26:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_522.mp4,1
26:27 - 26:30,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_529.mp4,1
9:36 - 9:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_192.mp4,1
23:27 - 23:30,2,../../hdd/Dataset/pig_anomaly/short_videos/1/1_469.mp4,1
28:36 - 28:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_572.mp4,1
4:0 - 4:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_80.mp4,1
24:6 - 24:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_482.mp4,1
22:24 - 22:27,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_448.mp4,1
23:48 - 23:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_476.mp4,1
9:15 - 9:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_185.mp4,1
0:0 - 0:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_0.mp4,1
24:9 - 24:12,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_483.mp4,1
5:24 - 5:27,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_108.mp4,1
13:21 - 13:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_267.mp4,1
24:30 - 24:33,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_490.mp4,1
14:0 - 14:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_280.mp4,1
5:21 - 5:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_107.mp4,1
5:0 - 5:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_100.mp4,1
10:3 - 10:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_201.mp4,1
1:3 - 1:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_21.mp4,1
20:15 - 20:18,1,../../hdd/Dataset/pig_anomaly/short_videos/1/1_405.mp4,1
28:39 - 28:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_573.mp4,1
6:18 - 6:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_126.mp4,1
0:18 - 0:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_6.mp4,1
25:9 - 25:12,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_503.mp4,1
1:21 - 1:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_27.mp4,1
10:48 - 10:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_216.mp4,1
2:42 - 2:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_54.mp4,1
27:57 - 28:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_559.mp4,1
27:9 - 27:12,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_543.mp4,1
20:48 - 20:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_416.mp4,1
18:15 - 18:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_365.mp4,1
6:27 - 6:30,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_129.mp4,1
2:51 - 2:54,1,../../hdd/Dataset/pig_anomaly/short_videos/1/1_57.mp4,1
2:15 - 2:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_45.mp4,1
6:6 - 6:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_122.mp4,1
3:36 - 3:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_72.mp4,1
21:18 - 21:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_426.mp4,1
14:21 - 14:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_287.mp4,1
19:21 - 19:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_387.mp4,1
18:0 - 18:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_360.mp4,1
13:6 - 13:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_262.mp4,1
17:12 - 17:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_344.mp4,1
9:42 - 9:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_194.mp4,1
18:6 - 18:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_362.mp4,1
0:42 - 0:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_14.mp4,1
14:15 - 14:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_285.mp4,1
10:51 - 10:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_217.mp4,1
25:48 - 25:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_516.mp4,1
11:12 - 11:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_224.mp4,1
13:54 - 13:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_278.mp4,1
23:12 - 23:15,2,../../hdd/Dataset/pig_anomaly/short_videos/1/1_464.mp4,1
17:39 - 17:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_353.mp4,1
6:12 - 6:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_124.mp4,1
29:51 - 29:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_597.mp4,1
16:42 - 16:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_334.mp4,1
16:54 - 16:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_338.mp4,1
21:6 - 21:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_422.mp4,1
18:24 - 18:27,1,../../hdd/Dataset/pig_anomaly/short_videos/1/1_368.mp4,1
24:51 - 24:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_497.mp4,1
19:3 - 19:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_381.mp4,1
11:33 - 11:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_231.mp4,1
12:21 - 12:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_247.mp4,1
29:54 - 29:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_598.mp4,1
28:51 - 28:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_577.mp4,1
10:15 - 10:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_205.mp4,1
23:3 - 23:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_461.mp4,1
17:15 - 17:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_345.mp4,1
16:51 - 16:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_337.mp4,1
7:27 - 7:30,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_149.mp4,1
11:42 - 11:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_234.mp4,1
23:18 - 23:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_466.mp4,1
25:27 - 25:30,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_509.mp4,1
14:45 - 14:48,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_295.mp4,1
2:6 - 2:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_42.mp4,1
24:24 - 24:27,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_488.mp4,1
15:36 - 15:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_312.mp4,1
22:36 - 22:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_452.mp4,1
1:12 - 1:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_24.mp4,1
9:51 - 9:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_197.mp4,1
11:39 - 11:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_233.mp4,1
2:12 - 2:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_44.mp4,1
3:39 - 3:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_73.mp4,1
13:0 - 13:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_260.mp4,1
6:24 - 6:27,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_128.mp4,1
26:51 - 26:54,1,../../hdd/Dataset/pig_anomaly/short_videos/1/1_537.mp4,1
20:18 - 20:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_406.mp4,1
3:0 - 3:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_60.mp4,1
17:33 - 17:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_351.mp4,1
21:24 - 21:27,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_428.mp4,1
3:48 - 3:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_76.mp4,1
14:54 - 14:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_298.mp4,1
12:48 - 12:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_256.mp4,1
23:51 - 23:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_477.mp4,1
14:3 - 14:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_281.mp4,1
25:24 - 25:27,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_508.mp4,1
20:12 - 20:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_404.mp4,1
1:48 - 1:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_36.mp4,1
10:45 - 10:48,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_215.mp4,1
0:57 - 1:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_19.mp4,1
20:30 - 20:33,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_410.mp4,1
28:12 - 28:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_564.mp4,1
28:30 - 28:33,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_570.mp4,1
29:27 - 29:30,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_589.mp4,1
8:57 - 9:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_179.mp4,1
28:18 - 28:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_566.mp4,1
27:15 - 27:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_545.mp4,1
1:45 - 1:48,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_35.mp4,1
5:57 - 6:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_119.mp4,1
4:3 - 4:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_81.mp4,1
26:0 - 26:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_520.mp4,1
29:42 - 29:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_594.mp4,1
24:45 - 24:48,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_495.mp4,1
22:3 - 22:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_441.mp4,1
21:0 - 21:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_420.mp4,1
9:6 - 9:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_182.mp4,1
1:33 - 1:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_31.mp4,1
26:18 - 26:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_526.mp4,1
18:51 - 18:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_377.mp4,1
5:54 - 5:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_118.mp4,1
15:3 - 15:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_301.mp4,1
9:30 - 9:33,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_190.mp4,1
16:6 - 16:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_322.mp4,1
14:36 - 14:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_292.mp4,1
21:39 - 21:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_433.mp4,1
17:24 - 17:27,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_348.mp4,1
24:12 - 24:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_484.mp4,1
2:33 - 2:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_51.mp4,1
4:36 - 4:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_92.mp4,1
16:27 - 16:30,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_329.mp4,1
22:12 - 22:15,1,../../hdd/Dataset/pig_anomaly/short_videos/1/1_444.mp4,1
20:42 - 20:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_414.mp4,1
17:48 - 17:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_356.mp4,1
23:57 - 24:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_479.mp4,1
10:21 - 10:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_207.mp4,1
28:54 - 28:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_578.mp4,1
29:6 - 29:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_582.mp4,1
28:24 - 28:27,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_568.mp4,1
18:36 - 18:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_372.mp4,1
6:54 - 6:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_138.mp4,1
5:9 - 5:12,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_103.mp4,1
12:0 - 12:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_240.mp4,1
22:27 - 22:30,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_449.mp4,1
16:33 - 16:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_331.mp4,1
4:39 - 4:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_93.mp4,1
4:51 - 4:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_97.mp4,1
29:18 - 29:21,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_586.mp4,1
11:0 - 11:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_220.mp4,1
15:48 - 15:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_316.mp4,1
13:12 - 13:15,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_264.mp4,1
6:9 - 6:12,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_123.mp4,1
14:39 - 14:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_293.mp4,1
27:33 - 27:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_551.mp4,1
27:45 - 27:48,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_555.mp4,1
24:15 - 24:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_485.mp4,1
16:3 - 16:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_321.mp4,1
15:27 - 15:30,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_309.mp4,1
16:57 - 17:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_339.mp4,1
24:57 - 25:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_499.mp4,1
9:3 - 9:6,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_181.mp4,1
15:39 - 15:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_313.mp4,1
15:42 - 15:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_314.mp4,1
8:54 - 8:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_178.mp4,1
14:51 - 14:54,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_297.mp4,1
25:36 - 25:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_512.mp4,1
13:36 - 13:39,2,../../hdd/Dataset/pig_anomaly/short_videos/1/1_272.mp4,1
29:15 - 29:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_585.mp4,1
20:24 - 20:27,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_408.mp4,1
20:21 - 20:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_407.mp4,1
9:57 - 10:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_199.mp4,1
22:6 - 22:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_442.mp4,1
10:54 - 10:57,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_218.mp4,1
18:57 - 19:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_379.mp4,1
14:33 - 14:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_291.mp4,1
15:9 - 15:12,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_303.mp4,1
7:21 - 7:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_147.mp4,1
16:36 - 16:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_332.mp4,1
16:39 - 16:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_333.mp4,1
28:48 - 28:51,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_576.mp4,1
17:42 - 17:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_354.mp4,1
20:6 - 20:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_402.mp4,1
12:15 - 12:18,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_245.mp4,1
6:0 - 6:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_120.mp4,1
5:42 - 5:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_114.mp4,1
6:36 - 6:39,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_132.mp4,1
28:6 - 28:9,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_562.mp4,1
4:33 - 4:36,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_91.mp4,1
4:57 - 5:0,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_99.mp4,1
9:45 - 9:48,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_195.mp4,1
6:21 - 6:24,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_127.mp4,1
7:0 - 7:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_140.mp4,1
1:42 - 1:45,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_34.mp4,1
1:0 - 1:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_20.mp4,1
23:9 - 23:12,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_463.mp4,1
17:30 - 17:33,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_350.mp4,1
2:39 - 2:42,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_53.mp4,1
7:9 - 7:12,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_143.mp4,1
12:9 - 12:12,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_243.mp4,1
20:0 - 20:3,0,../../hdd/Dataset/pig_anomaly/short_videos/1/1_400.mp4,1
